tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him. #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,"[[""media"", ""try"", ""discredit"", ""democrats"", ""gop"", ""attack"", ""america"", ""stand"", ""sem"", ""st""]]",1,1
@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!  #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""lousy"", ""merchandise"", ""made"", ""china"", ""sem"", ""st""]]",1,1
"@foxnation read my lips , "" I am Nuts "" get out of people's personal life. #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""read"", ""lips"", ""nuts"", ""get"", ""peoples"", ""personal"", ""life"", ""sem"", ""st""]]",0,1
If you condone the #SupremeCourt's decision on the marriage issue! You might be a liberal!!  #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""condone"", ""supreme"", ""court"", ""decision"", ""marriage"", ""issue"", ""might"", ""liberal"", ""sem"", ""st""]]",0,1
Labour to seek cross-party consensus on abortion legislation https://t.co/GDKXBllBBy via @IrishTimes,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""labour"", ""seek"", ""crossparty"", ""consensus"", ""abortion"", ""legislation"", ""via""]]",,0
"RT @HollinsJhanelle: Aunt : ""Isn't this your 4th piece of chicken?""
Me: ""isn't this your 4th time having an abortion?"" https://t.co/74rrRMaâ¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""aunt"", ""isnt"", ""4th"", ""piece"", ""chicken"", ""isnt"", ""4th"", ""time"", ""abortion""]]",,0
"@RealtinConnor @JaySekulow ""anti-abortion""?  - Don't you mean ""anti-infanticide""?","[""legalization"", ""of"", ""abortion""]",3,,,"[[""antiabortion"", ""dont"", ""mean"", ""antiinfanticide""]]",,0
"RT @PPact: When voting against #abortion restrictions, @BernieSanders said âWe are not returning to the days of back-room abortions.â #IVotâ¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""voting"", ""restrictions"", ""said"", ""returning"", ""days"", ""backroom"", ""abortions"", ""iv"", ""ot""]]",,0
So Senator @TedCruz openly praises folks who aid and abet the murder of abortion doctors. https://t.co/BXY1dvQegx https://t.co/FQPx1YJ3oW,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""senator"", ""openly"", ""praises"", ""folks"", ""aid"", ""abet"", ""murder"", ""abortion"", ""doctors""]]",,0
RT @DrBrianKiczek: We need your powerful prayers to end abortion! https://t.co/PxR61tcUK4 #Prolife #Tcot https://t.co/E29OEVuEP7,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""need"", ""powerful"", ""prayers"", ""end"", ""abortion"", ""prolife"", ""tcot""]]",,0
@AllMyChandler @TheAtlantic grown men CHOOSING to do this!!!!! Wish there was this much concern for assisted suicide or abortion.,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""grown"", ""men"", ""choosing"", ""wish"", ""much"", ""concern"", ""assisted"", ""suicide"", ""abortion""]]",,0
"Lmao @imramushu: When she's afraid of killing cockroaches but she has done an abortion before""","[""legalization"", ""of"", ""abortion""]",3,,,"[[""lmao"", ""shes"", ""afraid"", ""killing"", ""cockroaches"", ""done"", ""abortion""]]",,0
"RT @ViewFromWise: US #GOP Sen #DavidVitter impregnates prostitute, demands she get an abortion, but argues #LGBT marriage is immoral. httpsâ¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""us"", ""gop"", ""sen"", ""david"", ""vitter"", ""impregnates"", ""prostitute"", ""demands"", ""get"", ""abortion"", ""argues"", ""lgbt"", ""marriage"", ""immoral""]]",,0
"RT @Safe_Abortion: Women should be afforded universal access to abortion, delivered according to the most up-to-date guidance @WHO https://â¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""women"", ""afforded"", ""universal"", ""access"", ""abortion"", ""delivered"", ""according"", ""uptodate"", ""guidance""]]",,0
"RT @TerminalW00k: ""I don't like the military because they kill innocent people""

""So we shouldn't talk about your abortion""
#ThanksgivingClâ¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""dont"", ""like"", ""military"", ""kill"", ""innocent"", ""people"", ""shouldnt"", ""talk"", ""abortion"", ""thanksgivingcl""]]",,0
"RT @ippfen: Bojan Jovanovski, Director @HERA_mkd ""Restricting #abortion laws increases violence against women"". #IDEVAW #VAW https://t.co/2â¦","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""bojan"", ""jovanovski"", ""director"", ""restricting"", ""laws"", ""increases"", ""violence"", ""women"", ""idevaw"", ""vaw""]]",,0
"The case against anti-abortion ""admitting privileges"" laws, in one court ruling - Vox https://t.co/VPfmzgjfb3","[""legalization"", ""of"", ""abortion""]",3,,,"[[""case"", ""antiabortion"", ""admitting"", ""privileges"", ""laws"", ""one"", ""court"", ""ruling"", ""vox""]]",,0
RT @thejournal_ie: What to do about abortion? Enda Kenny wants the country to get together and talk about it https://t.co/1rjE1c0wDu https:â¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""abortion"", ""enda"", ""kenny"", ""wants"", ""country"", ""get"", ""together"", ""talk""]]",,0
Peru lawmakers reject abortions for raped women: âWe cannot allow this country to promote deathâ #peru #abortion https://t.co/R4xZT6LiVj,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""peru"", ""lawmakers"", ""reject"", ""abortions"", ""raped"", ""women"", ""allow"", ""country"", ""promote"", ""death"", ""peru""]]",,0
RT @Independent_ie: Taoiseach Enda Kenny pledges free vote to TDs on future abortion changes: https://t.co/7GgbJUZE5M https://t.co/Oum6cXzlâ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""taoiseach"", ""enda"", ""kenny"", ""pledges"", ""free"", ""vote"", ""tds"", ""future"", ""abortion"", ""changes""]]",,0
RT @ReproRights: A Texas abortion provider speaks out on the real impact of HB2: https://t.co/XQ783IlAHY via @lennyletter #StopTheSham,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""texas"", ""abortion"", ""provider"", ""speaks"", ""real"", ""impact"", ""hb2"", ""via"", ""stop"", ""sham""]]",,0
RT @Van_der_Leun: A major network prime time show set an abortion to a song about the birth of Christ.  https://t.co/zGBKzddCTD https://t.câ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""major"", ""network"", ""prime"", ""time"", ""show"", ""set"", ""abortion"", ""song"", ""birth"", ""christ""]]",,0
Countess of #Chester Hospital abortion service decision slammed by city charity https://t.co/DkqZkWuGwl #Cheshire https://t.co/MolHk5AbSz,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""countess"", ""chester"", ""hospital"", ""abortion"", ""service"", ""decision"", ""slammed"", ""city"", ""charity"", ""cheshire""]]",,0
"Aunt : ""Isn't this your 4th piece of chicken?""
Me: ""isn't this your 4th time having an abortion?"" https://t.co/74rrRMaoxi","[""legalization"", ""of"", ""abortion""]",3,,,"[[""aunt"", ""isnt"", ""4th"", ""piece"", ""chicken"", ""isnt"", ""4th"", ""time"", ""abortion""]]",,0
MT @NARAL: State attorneys for #ND tell #SCOTUS âthe time has come to end legal abortionâ https://t.co/Vzc8C5K0RX,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""mt"", ""state"", ""attorneys"", ""nd"", ""tell"", ""scotus"", ""time"", ""come"", ""end"", ""legal"", ""abortion""]]",,0
CDC reports another decline in abortion rates - this one for 2012. We can &amp; should improve and speed up reporting.  https://t.co/VuAlDTNlqv,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""cdc"", ""reports"", ""another"", ""decline"", ""abortion"", ""rates"", ""one"", ""2012"", ""amp"", ""improve"", ""speed"", ""reporting""]]",,0
"@mitchvickers your moms abortion failed, 1-0","[""legalization"", ""of"", ""abortion""]",3,,,"[[""moms"", ""abortion"", ""failed"", ""10""]]",,0
No Ashton Martin I just came through in Porches. Let down the roof I just had an abortion - @iamkevingates,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""ashton"", ""martin"", ""came"", ""porches"", ""let"", ""roof"", ""abortion""]]",,0
Judge Posner pierces right through the nonsense that abortion clinic shutdown laws concern patient safety https://t.co/bBB4UCe1Dt #SCOTUS,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""judge"", ""posner"", ""pierces"", ""right"", ""nonsense"", ""abortion"", ""clinic"", ""shutdown"", ""laws"", ""concern"", ""patient"", ""safety"", ""scotus""]]",,0
@JaySekulow @Latin4Potatoes 3 cheers to anti-abortion activists dragging the #GOP down the Akin/Santorum/Mourdock path. #Prochoice #Prolife,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""3"", ""cheers"", ""antiabortion"", ""activists"", ""dragging"", ""gop"", ""akinsantorummourdock"", ""path"", ""prochoice"", ""prolife""]]",,0
"RT @TagImItJLT: ""Picking up girls at the abortion clinic? Now there we go ð"" -Mr. Trips ððð","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""picking"", ""girls"", ""abortion"", ""clinic"", ""go"", ""mr"", ""trips""]]",,0
"When voting against #abortion restrictions, @BernieSanders said âWe are not returning to the days of back-room abortions.â #IVotePPAction","[""legalization"", ""of"", ""abortion""]",3,,,"[[""voting"", ""restrictions"", ""said"", ""returning"", ""days"", ""backroom"", ""abortions"", ""iv"", ""ote"", ""ppa"", ""ction""]]",,0
"""Judge Posner knows what the Republican line on abortion is, he just doesnât care"" https://t.co/a9Jidbtokx @21law @PPAWI @PPact @jljacobson","[""legalization"", ""of"", ""abortion""]",3,,,"[[""judge"", ""posner"", ""knows"", ""republican"", ""line"", ""abortion"", ""care""]]",,0
RT @MSNBC: .@TedCruz embraces radical religious anti-abortion activist with violent message: https://t.co/AwMs5wrWEM (AP) https://t.co/YvnLâ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""embraces"", ""radical"", ""religious"", ""antiabortion"", ""activist"", ""violent"", ""message"", ""ap""]]",,0
"A lot of people are mad at the Pope for aborting his duties, but I feel like it's his body and he should be able to choose.","[""legalization"", ""of"", ""abortion""]",3,,,"[[""lot"", ""people"", ""mad"", ""pope"", ""aborting"", ""duties"", ""feel"", ""like"", ""body"", ""able"", ""choose""]]",,0
RT @gracels: Judge Posner schools Wisconsin on abortion restriction https://t.co/fOqJUIeLy9,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""judge"", ""posner"", ""schools"", ""wisconsin"", ""abortion"", ""restriction""]]",,0
RT @PPact: #Medicaid restrictions on #abortion is a ban for low-income women. @ACLUMaine is taking ME to court to change that. https://t.coâ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""medicaid"", ""restrictions"", ""ban"", ""lowincome"", ""women"", ""taking"", ""court"", ""change""]]",,0
RT @PPact: Are states putting an #UndueBurden on ppl seeking abortions? A WI judge said yes &amp; it has big implications for TX. https://t.co/â¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""states"", ""putting"", ""undue"", ""burden"", ""ppl"", ""seeking"", ""abortions"", ""wi"", ""judge"", ""said"", ""yes"", ""amp"", ""big"", ""implications"", ""tx""]]",,0
@mschnek65 @willfulsub @ElsaLion2 abortion is a different situation entirely.,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""abortion"", ""different"", ""situation"", ""entirely""]]",,0
"@conservalies one making abortion a racial issue, I just responded to your infantile bullshit.You seem very 'special', so I'll leave you be.","[""legalization"", ""of"", ""abortion""]",3,,,"[[""one"", ""making"", ""abortion"", ""racial"", ""issue"", ""responded"", ""infantile"", ""bullshityou"", ""seem"", ""special"", ""ill"", ""leave""]]",,0
"RT @LEGendairee: Aunt: Is this your last plate? 
Me: Is this your last abortion? 

#ThanksgivingClapBack","[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""aunt"", ""last"", ""plate"", ""last"", ""abortion"", ""thanksgivingclapback""]]",,0
RT @TerriGreenUSA: Wished there was a dislike for the this one. Hillary and Cecile's belief that abortion is a right.  https://t.co/NKv5Fwcâ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""wished"", ""dislike"", ""one"", ""hillary"", ""ceciles"", ""belief"", ""abortion"", ""right""]]",,0
"Setting aside cynicism, abortion forum prob good idea. Wld provide information to voters on complex issue &amp; political cover for Govt to act","[""legalization"", ""of"", ""abortion""]",3,,,"[[""setting"", ""aside"", ""cynicism"", ""abortion"", ""forum"", ""prob"", ""good"", ""idea"", ""wld"", ""provide"", ""information"", ""voters"", ""complex"", ""issue"", ""amp"", ""political"", ""cover"", ""govt"", ""act""]]",,0
RT @PPact: .@tedcruz promoted Troy Newman  endorsement (anti-abortion leader who thinks #abortion providers should be executed) https://t.câ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""promoted"", ""troy"", ""newman"", ""endorsement"", ""antiabortion"", ""leader"", ""thinks"", ""providers"", ""executed""]]",,0
RT @alvedaking: We must stop the #Genocide going on in the Black community. #AbolishAbortion. https://t.co/a7ApVOP6lN #abortion https://t.câ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""must"", ""stop"", ""genocide"", ""going"", ""black"", ""community"", ""abolish"", ""abortion""]]",,0
RT @InfoEire: Fine Gael may finally allow a free vote on abortion - https://t.co/BK3DL7IRmQ,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""fine"", ""gael"", ""may"", ""finally"", ""allow"", ""free"", ""vote"", ""abortion""]]",,0
RT @ebrownback: The life of the mother is no longer a legitimate excuse for abortion. A forced early delivery is nothing like the dismemberâ¦,"[""legalization"", ""of"", ""abortion""]",3,,,"[[""rt"", ""life"", ""mother"", ""longer"", ""legitimate"", ""excuse"", ""abortion"", ""forced"", ""early"", ""delivery"", ""nothing"", ""like"", ""dismember""]]",,0
